InventoryID,DateKey,ProductID,RegionID,OpeningStock,ClosingStock
I076763,20230713,P0235,18,1263,3025
I076764,20220624,P0176,70,2023,2951
I076765,20250716,P0185,146,615,2363
I076766,20230911,P0273,82,4263,2812
I076767,20221216,P0488,50,870,3679
I076768,20250917,P0346,64,3421,3765
I076769,20240317,P0045,25,4682,680
I076770,20250817,P0438,76,1688,3528
I076771,20220107,P0031,37,4175,2724
I076772,20250116,P0287,25,3706,2977
I076773,20220618,P0346,77,2890,1777
I076774,20231202,P0411,74,4823,3953
I076775,20251112,P0426,104,226,886
I076776,20240403,P0098,131,2516,3666
I076777,20240124,P0173,21,141,1396
I076778,20231212,P0327,25,3891,1479
I076779,20250509,P0271,113,4861,1573
I076780,20250323,P0459,125,801,1329
I076781,20230927,P0499,70,3660,57
I076782,20250819,P0314,25,1874,1807
I076783,20250221,P0200,77,1021,3996
I076784,20230721,P0057,78,4137,120
I076785,20220804,P0017,118,3567,1607
I076786,20251125,P0130,87,1210,2783
I076787,20251230,P0460,102,3130,1707
I076788,20241101,P0190,111,3214,3668
I076789,20240502,P0048,141,2910,1856
I076790,20230522,P0464,112,4748,1903
I076791,20230507,P0460,73,3493,2227
I076792,20230607,P0243,49,2037,740
I076793,20240914,P0022,137,3936,212
I076794,20240605,P0104,149,1666,1818
I076795,20231111,P0331,128,362,2077
I076796,20230309,P0248,23,2776,979
I076797,20240129,P0283,128,983,2776
I076798,20251030,P0412,101,3087,1097
I076799,20250407,P0399,34,2078,1513
I076800,20220108,P0319,110,395,3362
I076801,20231228,P0304,127,1864,3100
I076802,20241216,P0047,91,3316,2903
I076803,20220902,P0271,103,1822,3801
I076804,20240705,P0054,107,1792,2818
I076805,20240125,P0400,16,4856,3862
I076806,20250601,P0039,7,1265,3896
I076807,20220718,P0482,8,3522,3063
I076808,20251022,P0068,93,414,3620
I076809,20231023,P0373,41,993,1979
I076810,20220910,P0037,81,3485,72
I076811,20230604,P0162,9,4086,2545
I076812,20250825,P0271,127,2582,2646
I076813,20230224,P0451,5,3717,1985
I076814,20231025,P0393,60,3613,671
I076815,20230523,P0153,98,4522,637
I076816,20241127,P0468,57,3143,852
I076817,20230509,P0066,102,712,3372
I076818,20241110,P0383,103,3026,2016
I076819,20231130,P0021,44,764,1459
I076820,20220423,P0281,5,316,3177
I076821,20230623,P0177,150,1226,1217
I076822,20230621,P0085,10,4387,159
I076823,20251204,P0339,148,691,3589
I076824,20250720,P0027,147,4804,3211
I076825,20251011,P0224,141,239,3329
I076826,20230810,P0159,50,1769,1322
I076827,20240317,P0126,77,560,3798
I076828,20240910,P0164,2,1309,3773
I076829,20250826,P0090,83,4965,2389
I076830,20230118,P0329,148,2039,1650
I076831,20230912,P0050,19,1690,2719
I076832,20220104,P0035,116,3162,1031
I076833,20250702,P0328,83,3103,2308
I076834,20250405,P0213,104,4091,3786
I076835,20230512,P0049,144,2842,3123
I076836,20250604,P0470,42,1809,1048
I076837,20240125,P0286,54,254,993
I076838,20221027,P0453,5,935,797
I076839,20220711,P0484,53,3819,3878
I076840,20230315,P0092,51,4884,758
I076841,20240923,P0236,15,4576,1140
I076842,20250726,P0369,11,1961,127
I076843,20241013,P0348,134,4052,3124
I076844,20220926,P0204,10,1094,775
I076845,20220731,P0364,147,592,2543
I076846,20251015,P0129,100,4610,1295
I076847,20240517,P0409,90,2433,1887
I076848,20240307,P0197,23,3222,1410
I076849,20240224,P0043,39,610,1918
I076850,20230309,P0266,138,3873,1683
I076851,20220626,P0471,35,3280,3983
I076852,20251113,P0369,5,826,2855
I076853,20240409,P0321,25,403,455
I076854,20250704,P0336,38,4989,255
I076855,20220422,P0294,68,4913,1401
I076856,20220107,P0107,92,2197,3862
I076857,20220206,P0251,10,4507,1680
I076858,20250327,P0062,101,2187,2859
I076859,20230116,P0050,20,3663,2791
I076860,20251220,P0066,101,739,2579
I076861,20220316,P0324,12,3219,250
I076862,20250909,P0215,23,3263,2461
I076863,20250518,P0214,95,382,3442
I076864,20240117,P0205,35,3054,3983
I076865,20250127,P0464,117,3450,1859
I076866,20241002,P0096,28,637,650
I076867,20230214,P0209,54,3674,3741
I076868,20240909,P0191,24,1243,833
I076869,20220428,P0123,114,2115,1402
I076870,20221112,P0098,2,143,3738
I076871,20250703,P0425,3,2205,2234
I076872,20220623,P0002,111,421,2037
I076873,20240830,P0414,126,3724,3872
I076874,20240916,P0336,53,1917,1442
I076875,20250828,P0346,98,895,2342
I076876,20250105,P0366,91,1895,297
I076877,20240805,P0096,23,3590,263
I076878,20230802,P0238,44,2693,721
I076879,20250104,P0388,132,3158,147
I076880,20231123,P0209,52,4959,3792
I076881,20231031,P0010,63,563,2017
I076882,20250727,P0299,57,618,717
I076883,20240215,P0391,138,4075,2639
I076884,20250606,P0251,3,1962,2878
I076885,20250531,P0102,79,3302,2031
I076886,20220206,P0021,60,4058,3050
I076887,20250508,P0317,1,518,2687
I076888,20250825,P0426,30,1118,2005
I076889,20250802,P0382,34,2608,2184
I076890,20250507,P0120,122,3716,3854
I076891,20240227,P0062,2,3803,962
I076892,20221205,P0450,5,2087,3507
I076893,20250108,P0325,30,489,1407
I076894,20230924,P0183,59,4337,254
I076895,20250329,P0293,29,218,1792
I076896,20220805,P0029,38,3296,3394
I076897,20250409,P0330,67,3659,3911
I076898,20220411,P0235,130,3237,3517
I076899,20250613,P0212,139,4278,3457
I076900,20220822,P0237,129,2786,2068
I076901,20251108,P0290,92,1912,2584
I076902,20240411,P0158,122,1786,2685
I076903,20220612,P0165,97,1629,2447
I076904,20250204,P0443,150,2196,1903
I076905,20250324,P0428,70,1789,796
I076906,20230225,P0420,132,2678,3067
I076907,20251209,P0264,31,4749,1562
I076908,20230925,P0372,12,3527,652
I076909,20250525,P0433,50,3111,3721
I076910,20250801,P0339,124,1112,2847
I076911,20221024,P0425,130,1073,595
I076912,20240915,P0137,142,4346,1228
I076913,20230211,P0210,84,2339,445
I076914,20251009,P0465,30,4092,110
I076915,20220804,P0028,126,3766,3101
I076916,20230612,P0257,108,301,3905
I076917,20240602,P0208,149,4919,2885
I076918,20230827,P0169,123,4702,1683
I076919,20221226,P0450,85,1005,1918
I076920,20241017,P0446,28,2487,3867
I076921,20240217,P0260,9,4728,1599
I076922,20220327,P0078,23,2791,1604
I076923,20220822,P0092,21,1186,3586
I076924,20220720,P0417,113,712,2928
I076925,20250816,P0493,113,4353,1767
I076926,20221229,P0266,149,4732,3237
I076927,20240226,P0070,7,1043,2187
I076928,20221114,P0381,125,141,2874
I076929,20221125,P0494,63,104,134
I076930,20251031,P0450,147,3778,2330
I076931,20231028,P0024,97,1041,1042
I076932,20250611,P0163,140,3456,2995
I076933,20240609,P0012,118,3553,1282
I076934,20230717,P0084,105,4932,3936
I076935,20241009,P0114,49,2470,3043
I076936,20250523,P0222,84,4551,1367
I076937,20220801,P0228,42,4270,752
I076938,20220925,P0458,80,1582,1004
I076939,20250908,P0300,61,2772,3616
I076940,20241002,P0186,28,2136,823
I076941,20251208,P0493,126,2118,2586
I076942,20220807,P0452,123,1538,1670
I076943,20230116,P0043,49,4944,2950
I076944,20240802,P0449,119,200,3031
I076945,20240426,P0249,22,1890,3877
I076946,20250419,P0309,66,4456,1146
I076947,20220212,P0031,115,1992,2301
I076948,20241013,P0072,21,1176,454
I076949,20240815,P0331,55,4805,1510
I076950,20230210,P0354,14,4336,1269
I076951,20250524,P0088,80,4139,721
I076952,20220812,P0483,131,2923,3225
I076953,20230405,P0332,44,3892,1793
I076954,20250203,P0477,79,4555,1621
I076955,20250822,P0442,21,1003,1076
I076956,20251121,P0374,26,2715,1435
I076957,20250930,P0074,105,1462,891
I076958,20230509,P0051,101,4707,1489
I076959,20250623,P0249,71,4575,3135
I076960,20220830,P0299,119,1060,2151
I076961,20221109,P0313,62,936,984
I076962,20251218,P0226,77,1531,1974
I076963,20240429,P0186,4,4421,2596
I076964,20250419,P0374,54,4360,2257
I076965,20240204,P0376,25,659,1555
I076966,20230722,P0433,111,4955,3849
I076967,20220724,P0401,87,1449,3358
I076968,20230710,P0408,34,715,839
I076969,20240213,P0359,57,793,3177
I076970,20230311,P0105,109,2049,185
I076971,20220816,P0182,38,4363,2637
I076972,20220322,P0111,142,2784,1500
I076973,20220706,P0193,61,4496,1199
I076974,20240129,P0343,5,3225,547
I076975,20240607,P0485,93,4225,2651
I076976,20240902,P0200,52,376,2176
I076977,20251229,P0491,53,609,1819
I076978,20230923,P0005,119,952,1241
I076979,20220127,P0345,49,336,2903
I076980,20241218,P0407,44,4125,2014
I076981,20231014,P0448,54,1791,1977
I076982,20221225,P0248,20,4986,1747
I076983,20230630,P0347,129,2117,2760
I076984,20240611,P0392,64,1402,1693
I076985,20241214,P0207,21,1233,194
I076986,20230618,P0480,56,698,3376
I076987,20220327,P0093,98,3192,3054
I076988,20250619,P0052,28,1095,117
I076989,20220807,P0484,28,2293,2773
I076990,20250830,P0486,90,1346,3737
I076991,20251107,P0342,80,4503,3498
I076992,20221212,P0280,15,3531,1783
I076993,20231023,P0089,64,3574,3585
I076994,20250520,P0268,2,1055,811
I076995,20250213,P0229,42,4330,177
I076996,20220703,P0460,52,4587,192
I076997,20250316,P0430,139,3253,3338
I076998,20230213,P0479,25,1206,3932
I076999,20220901,P0362,117,3188,2466
I077000,20240520,P0013,123,662,1249
I077001,20250328,P0459,98,781,3734
I077002,20220206,P0159,58,684,1239
I077003,20240204,P0094,131,2550,2121
I077004,20220222,P0373,68,2867,629
I077005,20240529,P0397,109,3796,468
I077006,20230313,P0423,121,1067,3694
I077007,20250316,P0178,132,3063,2957
I077008,20230726,P0103,132,3406,1488
I077009,20240901,P0108,110,2552,3588
I077010,20250322,P0435,141,4154,438
I077011,20231023,P0078,20,1390,514
I077012,20251030,P0442,70,1736,3552
I077013,20220217,P0350,128,260,2614
I077014,20220813,P0090,121,2966,3389
I077015,20220318,P0136,87,3695,155
I077016,20231113,P0180,64,4590,1222
I077017,20240411,P0328,32,336,958
I077018,20241221,P0499,82,4706,3779
I077019,20250906,P0348,32,3535,270
I077020,20240129,P0314,126,2145,1351
I077021,20240711,P0324,93,4985,1971
I077022,20220115,P0043,29,1653,228
I077023,20250623,P0413,96,3703,955
I077024,20250705,P0337,90,1331,3895
I077025,20231016,P0404,15,2487,2911
I077026,20230808,P0006,83,3157,142
I077027,20220524,P0180,96,4209,2277
I077028,20250812,P0086,25,2522,1151
I077029,20220511,P0184,26,1224,1862
I077030,20220803,P0026,149,3105,1983
I077031,20220924,P0318,117,252,1906
I077032,20250918,P0478,60,3232,1471
I077033,20220904,P0031,77,2373,473
I077034,20230811,P0065,28,181,1178
I077035,20250703,P0083,128,970,98
I077036,20220921,P0166,51,3974,2077
I077037,20231212,P0242,91,306,2124
I077038,20250430,P0299,145,914,2518
I077039,20250722,P0453,140,4481,3617
I077040,20240307,P0500,103,1451,288
I077041,20250518,P0175,150,960,853
I077042,20230511,P0170,77,1958,3075
I077043,20230504,P0010,100,4396,3697
I077044,20220524,P0332,65,1587,935
I077045,20250908,P0440,115,1400,2836
I077046,20230202,P0250,104,4248,3931
I077047,20250218,P0364,139,2916,3469
I077048,20251219,P0134,10,1248,2111
I077049,20220416,P0236,25,4728,1517
I077050,20241122,P0219,50,3281,1026
I077051,20220721,P0384,7,4329,699
I077052,20241221,P0279,1,3972,900
I077053,20221008,P0400,3,2508,3142
I077054,20241013,P0276,115,1726,3367
I077055,20220515,P0494,137,2061,3864
I077056,20240611,P0312,103,3918,955
I077057,20251215,P0370,105,2225,576
I077058,20250723,P0426,78,2340,3923
I077059,20230603,P0495,94,1875,733
I077060,20240109,P0406,73,332,3031
I077061,20240208,P0136,76,3782,2466
I077062,20250524,P0168,54,4906,1782
I077063,20250325,P0462,54,4322,3058
I077064,20221115,P0361,6,2715,1703
I077065,20230525,P0077,85,1314,2192
I077066,20230922,P0284,116,4038,2612
I077067,20230114,P0456,141,4396,751
I077068,20221020,P0366,58,4452,1301
I077069,20251230,P0154,18,3665,2906
I077070,20220128,P0016,59,4958,3052
I077071,20230325,P0037,29,4467,3796
I077072,20250830,P0034,67,387,3704
I077073,20240112,P0364,25,4804,1602
I077074,20241110,P0320,99,1680,406
I077075,20240114,P0493,13,1572,2513
I077076,20220904,P0419,31,2679,2199
I077077,20250813,P0071,72,3822,3915
I077078,20230428,P0417,18,252,2272
I077079,20230417,P0193,98,2018,3739
I077080,20251110,P0197,146,2499,2810
I077081,20241111,P0012,22,2909,1843
I077082,20250526,P0228,83,1662,2097
I077083,20230228,P0020,85,482,1709
I077084,20231207,P0486,118,2687,3082
I077085,20230818,P0131,86,969,2845
I077086,20251127,P0365,98,1376,1132
I077087,20250805,P0484,117,1583,1324
I077088,20240507,P0066,63,3256,3756
I077089,20230615,P0089,146,3134,3982
I077090,20251212,P0131,38,4348,1352
I077091,20220522,P0016,58,4997,1879
I077092,20240529,P0253,119,353,1789
I077093,20250212,P0378,144,2441,2476
I077094,20220627,P0144,123,113,851
I077095,20240313,P0333,1,1432,1826
I077096,20240501,P0309,101,1216,792
I077097,20220819,P0141,111,3100,1723
I077098,20220208,P0199,74,3888,1314
I077099,20241121,P0285,14,2759,409
I077100,20220406,P0489,127,2162,3496
I077101,20241117,P0087,63,4276,2539
I077102,20220108,P0047,120,3544,442
I077103,20230131,P0484,47,3816,3160
I077104,20250906,P0474,6,2271,1745
I077105,20220118,P0392,127,3838,106
I077106,20251128,P0154,27,1004,3245
I077107,20221117,P0472,60,2242,1877
I077108,20220105,P0223,73,1798,295
I077109,20230607,P0073,127,1471,1326
I077110,20240128,P0459,1,277,2378
I077111,20240413,P0359,52,2016,3404
I077112,20251026,P0155,95,1059,3532
I077113,20251019,P0443,147,3082,3856
I077114,20221110,P0180,19,490,2045
I077115,20251214,P0266,9,2781,820
I077116,20231230,P0333,9,2125,1871
I077117,20230708,P0437,89,2082,3814
I077118,20240210,P0296,77,1684,2259
I077119,20250717,P0242,54,4356,1796
I077120,20231025,P0281,103,2887,1411
I077121,20240420,P0380,101,1132,387
I077122,20220113,P0463,120,1983,1061
I077123,20250419,P0118,147,4790,3178
I077124,20220408,P0289,122,2230,3069
I077125,20250313,P0236,43,404,3475
I077126,20250203,P0047,144,1543,2051
I077127,20250503,P0097,142,1305,1854
I077128,20220822,P0475,70,4485,3378
I077129,20230720,P0131,59,2288,1091
I077130,20220906,P0069,132,2936,2820
I077131,20220327,P0346,78,632,3478
I077132,20220621,P0248,132,2351,1690
I077133,20230523,P0434,30,1405,2281
I077134,20220107,P0125,18,1759,3620
I077135,20220224,P0021,138,1509,1613
I077136,20240114,P0488,111,4112,2522
I077137,20240224,P0324,12,1683,3558
I077138,20220128,P0009,127,1248,2667
I077139,20250616,P0141,68,3893,1848
I077140,20240306,P0285,114,3872,3827
I077141,20240120,P0494,85,281,1960
I077142,20231112,P0306,143,2718,79
I077143,20220320,P0202,22,131,1950
I077144,20250426,P0088,44,3881,1231
I077145,20220404,P0403,6,3461,2672
I077146,20250222,P0437,41,2430,3217
I077147,20220616,P0227,53,3102,3786
I077148,20230211,P0428,114,2641,3762
I077149,20250919,P0446,69,2158,2060
I077150,20230505,P0235,8,1663,1493
I077151,20240408,P0400,41,2909,504
I077152,20230714,P0371,76,2160,3955
I077153,20240610,P0103,49,3144,643
I077154,20220614,P0389,136,3169,659
I077155,20231204,P0439,147,3316,3808
I077156,20220622,P0083,28,2587,2274
I077157,20220415,P0126,149,4373,61
I077158,20230302,P0101,57,1075,2693
I077159,20240702,P0486,54,2990,3950
I077160,20220822,P0402,30,2661,1758
I077161,20220909,P0398,130,4663,852
I077162,20241031,P0316,100,2145,2707
I077163,20251015,P0147,76,4239,1285
I077164,20221207,P0436,64,3858,2753
I077165,20230413,P0125,133,3300,1056
I077166,20230430,P0064,130,4377,930
I077167,20240228,P0120,98,2578,3506
I077168,20220216,P0081,75,2265,431
I077169,20220602,P0088,87,4265,1628
I077170,20240120,P0126,39,1616,2816
I077171,20240927,P0320,56,2243,1523
I077172,20251206,P0295,85,4767,960
I077173,20230611,P0014,89,4407,206
I077174,20251003,P0020,37,1967,3231
I077175,20231207,P0095,128,331,1226
I077176,20230307,P0355,101,4115,3893
I077177,20220131,P0154,36,4061,1091
I077178,20230831,P0298,71,1574,1480
I077179,20250128,P0024,55,3241,3227
I077180,20240131,P0097,72,4789,2537
I077181,20250723,P0108,107,4622,2020
I077182,20220131,P0084,105,4423,1250
I077183,20251101,P0497,17,3446,1497
I077184,20251128,P0016,81,3875,2706
I077185,20241014,P0055,48,4387,172
I077186,20240114,P0070,107,1384,711
I077187,20220817,P0385,26,554,1359
I077188,20240407,P0306,57,651,1994
I077189,20221127,P0082,53,1248,1326
I077190,20220913,P0247,2,4847,115
I077191,20250609,P0446,115,3380,621
I077192,20220909,P0080,1,3264,3078
I077193,20240216,P0100,100,1129,743
I077194,20250105,P0168,43,3054,1040
I077195,20230313,P0157,142,717,3151
I077196,20241210,P0201,11,4184,2648
I077197,20240120,P0305,95,1320,2269
I077198,20251221,P0357,58,4798,622
I077199,20220720,P0018,78,673,1426
I077200,20230621,P0218,89,4875,2879
I077201,20250205,P0175,15,859,1304
I077202,20230820,P0303,11,3133,3598
I077203,20220911,P0287,32,2836,2262
I077204,20230612,P0032,50,4055,3829
I077205,20231122,P0185,129,2215,2192
I077206,20250512,P0218,31,1817,2122
I077207,20240820,P0108,67,4746,1594
I077208,20240814,P0177,58,1706,490
I077209,20220825,P0490,52,4046,332
I077210,20220827,P0363,92,209,3322
I077211,20230407,P0482,99,4661,1832
I077212,20220914,P0138,22,856,2077
I077213,20250131,P0268,99,2051,1057
I077214,20230915,P0240,14,2985,939
I077215,20251020,P0099,32,607,998
I077216,20250106,P0300,85,2174,956
I077217,20240625,P0058,111,1641,3510
I077218,20251101,P0048,24,1738,2874
I077219,20240310,P0440,147,3164,766
I077220,20250906,P0134,113,913,726
I077221,20250102,P0236,83,4562,1584
I077222,20250423,P0373,127,4605,3563
I077223,20240922,P0440,66,2653,1459
I077224,20240906,P0479,16,3902,684
I077225,20250909,P0046,141,3595,2909
I077226,20230902,P0385,104,2850,650
I077227,20230806,P0264,35,2568,2279
I077228,20240903,P0159,37,4229,810
I077229,20251204,P0394,8,1961,2344
I077230,20221115,P0330,126,1143,573
I077231,20240428,P0199,88,1416,2272
I077232,20240413,P0447,12,2971,2126
I077233,20221001,P0015,91,2519,52
I077234,20220125,P0240,89,636,190
I077235,20250119,P0451,141,2632,1372
I077236,20231022,P0413,107,4710,3447
I077237,20230703,P0456,50,733,2732
I077238,20230414,P0077,81,1029,1091
I077239,20230505,P0075,3,376,3857
I077240,20221012,P0439,66,1595,2495
I077241,20251208,P0011,44,2004,1418
I077242,20250528,P0048,16,637,2200
I077243,20240907,P0418,32,803,1729
I077244,20220607,P0232,15,3526,225
I077245,20220208,P0264,89,214,2410
I077246,20220912,P0224,34,1803,973
I077247,20230113,P0173,124,4652,1824
I077248,20221027,P0136,19,3120,3216
I077249,20230123,P0316,101,254,1192
I077250,20230606,P0071,49,963,2446
I077251,20230617,P0090,52,3386,2704
I077252,20241111,P0488,9,2914,93
I077253,20230718,P0238,46,2884,1542
I077254,20230201,P0065,56,4885,2912
I077255,20241022,P0410,125,4611,3282
I077256,20230321,P0445,57,1459,1067
I077257,20220608,P0222,6,2797,259
I077258,20230214,P0356,39,4114,3057
I077259,20251028,P0353,116,4070,2448
I077260,20250112,P0077,21,504,942
I077261,20240129,P0375,71,4694,821
I077262,20250915,P0118,54,2091,3325
I077263,20241009,P0017,125,4337,2759
I077264,20230602,P0062,103,3389,2368
I077265,20231026,P0347,101,1124,1862
I077266,20240323,P0214,90,4850,696
I077267,20240219,P0133,58,1913,420
I077268,20230828,P0116,74,977,358
I077269,20240718,P0263,57,2471,1810
I077270,20220608,P0194,28,3108,352
I077271,20220519,P0457,107,2021,3590
I077272,20240514,P0119,1,4806,3255
I077273,20250128,P0187,99,1275,3248
I077274,20250823,P0253,73,2872,3553
I077275,20220329,P0148,63,4673,1586
I077276,20240113,P0022,53,3334,1972
I077277,20250424,P0465,20,1609,1313
I077278,20240908,P0320,41,4300,1050
I077279,20231111,P0161,21,3551,3137
I077280,20241202,P0024,94,604,2423
I077281,20241222,P0084,103,506,1850
I077282,20230114,P0359,63,3771,1710
I077283,20220527,P0190,126,332,1552
I077284,20230210,P0043,77,2040,1368
I077285,20220816,P0391,112,3508,2712
I077286,20221215,P0387,60,4930,2460
I077287,20230203,P0418,1,3093,1469
I077288,20251124,P0486,17,2901,1897
I077289,20230902,P0435,30,4041,463
I077290,20240425,P0396,16,483,374
I077291,20230510,P0147,37,1410,1644
I077292,20230730,P0473,54,4988,3701
I077293,20220706,P0063,146,4064,3727
I077294,20250529,P0154,134,4267,118
I077295,20241118,P0390,139,439,357
I077296,20220827,P0274,7,213,1086
I077297,20240830,P0134,140,3409,3861
I077298,20240912,P0314,39,2658,3048
I077299,20250621,P0256,17,1206,1740
I077300,20221027,P0085,75,3960,1036
I077301,20240130,P0124,126,4203,671
I077302,20250919,P0170,9,2076,1013
I077303,20250507,P0095,38,579,1960
I077304,20250310,P0255,88,1916,185
I077305,20230524,P0469,144,4186,293
I077306,20220404,P0007,14,4849,779
I077307,20240114,P0024,7,445,2622
I077308,20230616,P0252,78,3410,921
I077309,20231203,P0452,5,2009,2285
I077310,20240213,P0292,47,4407,1374
I077311,20230726,P0334,83,2038,3205
I077312,20240101,P0068,85,1378,534
I077313,20230225,P0322,12,1511,3109
I077314,20250622,P0244,72,2886,1467
I077315,20240228,P0226,137,2172,1508
I077316,20250915,P0474,118,1591,1285
I077317,20231003,P0170,131,3879,1277
I077318,20251006,P0348,148,3243,519
I077319,20240501,P0133,14,4426,2305
I077320,20230329,P0254,16,1533,521
I077321,20240414,P0064,53,1556,1524
I077322,20220730,P0283,66,2924,755
I077323,20251024,P0292,25,3484,2482
I077324,20250320,P0442,134,1666,3007
I077325,20220630,P0414,32,2742,945
I077326,20240304,P0134,116,749,1338
I077327,20230220,P0242,124,1398,920
I077328,20230512,P0078,42,2099,2636
I077329,20230626,P0450,94,1908,2889
I077330,20240516,P0116,131,4036,1671
I077331,20241129,P0308,89,1332,2559
I077332,20221217,P0385,107,3688,507
I077333,20250303,P0361,60,2856,602
I077334,20251020,P0037,63,1521,920
I077335,20250624,P0356,12,216,2638
I077336,20240516,P0471,42,3044,533
I077337,20240629,P0400,49,558,1279
I077338,20231204,P0060,141,2437,3715
I077339,20250329,P0037,15,3610,2357
I077340,20250601,P0080,131,742,213
I077341,20250413,P0413,133,2072,3938
I077342,20250901,P0464,94,2536,1952
I077343,20250704,P0363,10,4223,3437
I077344,20230412,P0252,72,2376,758
I077345,20251220,P0280,126,4251,1560
I077346,20220803,P0497,118,4877,3047
I077347,20240229,P0025,20,4390,2716
I077348,20250918,P0294,96,3102,3369
I077349,20220126,P0453,136,971,3867
I077350,20230723,P0357,60,4497,2139
I077351,20240218,P0428,75,859,2421
I077352,20250127,P0092,12,664,1766
I077353,20220310,P0315,5,1841,458
I077354,20231022,P0247,147,2999,2888
I077355,20220727,P0244,67,3225,2872
I077356,20251112,P0055,17,4701,2147
I077357,20241009,P0067,146,883,3748
I077358,20231208,P0050,97,2663,229
I077359,20230217,P0348,42,635,344
I077360,20240503,P0271,26,2898,850
I077361,20220112,P0203,112,1300,340
I077362,20230325,P0196,12,4271,3773
I077363,20230205,P0044,26,137,3071
I077364,20220110,P0386,66,1012,2920
I077365,20240206,P0167,131,3240,3268
I077366,20240104,P0070,66,1306,2526
I077367,20251028,P0221,45,2970,1647
I077368,20230530,P0023,18,2011,96
I077369,20220409,P0217,69,4295,612
I077370,20250116,P0134,9,3055,3160
I077371,20240708,P0091,117,3285,2414
I077372,20250907,P0404,6,3137,3666
I077373,20220311,P0062,61,3855,3335
I077374,20250920,P0037,106,171,2410
I077375,20240817,P0339,103,2498,2366
I077376,20240127,P0439,37,2509,1191
I077377,20241129,P0436,44,2234,1653
I077378,20230527,P0407,67,1103,3386
I077379,20240816,P0025,31,1812,3590
I077380,20220829,P0172,35,4567,3978
I077381,20250408,P0282,133,3877,2875
I077382,20250710,P0006,36,2220,3344
I077383,20240731,P0372,129,3552,2769
I077384,20230925,P0134,17,265,2283
I077385,20221004,P0228,83,3995,2783
I077386,20220520,P0409,100,4315,1369
I077387,20250527,P0051,43,2602,3025
I077388,20240721,P0193,112,2359,3756
I077389,20230114,P0187,126,3469,2837
I077390,20220305,P0123,28,2226,1108
I077391,20220825,P0271,18,4381,721
I077392,20220122,P0207,125,1914,548
I077393,20230205,P0425,86,4518,3924
I077394,20230428,P0216,61,4915,3866
I077395,20220925,P0327,130,4059,253
I077396,20230518,P0051,37,2784,3327
I077397,20220424,P0273,99,2660,647
I077398,20230825,P0372,149,1657,1123
I077399,20241111,P0416,14,229,3707
I077400,20241026,P0270,149,636,2158
I077401,20250204,P0182,134,2432,2114
I077402,20250731,P0438,10,3645,1430
I077403,20250104,P0489,83,4007,1426
I077404,20251222,P0392,89,115,2295
I077405,20221116,P0415,105,4547,2351
I077406,20251028,P0063,60,337,3445
I077407,20230416,P0361,50,4110,3020
I077408,20251103,P0172,146,3677,2684
I077409,20251028,P0361,85,3098,3049
I077410,20240224,P0427,133,1997,2403
I077411,20240509,P0227,127,458,3427
I077412,20220414,P0314,135,715,1705
I077413,20250413,P0241,100,124,1141
I077414,20251120,P0011,112,3068,2653
I077415,20220201,P0233,30,460,1494
I077416,20231014,P0029,117,4962,1710
I077417,20251009,P0335,138,1052,3533
I077418,20220624,P0097,125,3977,1218
I077419,20240603,P0048,141,2603,2710
I077420,20240618,P0109,134,2016,2119
I077421,20221121,P0398,77,3464,1677
I077422,20240427,P0489,14,4862,2550
I077423,20220715,P0369,78,3810,697
I077424,20230123,P0321,90,716,1136
I077425,20240916,P0396,74,705,916
I077426,20220522,P0105,60,4679,2257
I077427,20250330,P0009,147,4660,467
I077428,20250804,P0230,37,4564,1218
I077429,20230721,P0211,77,2854,2261
I077430,20241122,P0493,30,1921,2317
I077431,20240726,P0161,7,1771,1051
I077432,20220319,P0153,56,1219,2015
I077433,20250610,P0085,31,947,3323
I077434,20250529,P0386,109,2610,628
I077435,20230315,P0370,5,3441,3087
I077436,20240726,P0049,129,691,3666
I077437,20250211,P0177,119,1621,2085
I077438,20220303,P0385,127,1618,2013
I077439,20220119,P0013,142,3437,3723
I077440,20230303,P0004,130,482,1724
I077441,20220901,P0476,127,661,1583
I077442,20230729,P0166,21,2723,3395
I077443,20250509,P0051,144,261,1227
I077444,20220126,P0224,122,4619,180
I077445,20230927,P0339,123,597,3889
I077446,20220430,P0020,16,4993,1163
I077447,20230418,P0058,72,2846,2789
I077448,20240221,P0273,97,785,1532
I077449,20220413,P0006,29,1163,1156
I077450,20220131,P0036,149,3195,2875
I077451,20240701,P0287,21,3277,283
I077452,20251207,P0239,4,3812,116
I077453,20240109,P0311,76,3186,3076
I077454,20221126,P0432,5,3966,1961
I077455,20230427,P0176,139,1425,3635
I077456,20231223,P0328,100,351,2992
I077457,20250823,P0359,66,3199,3673
I077458,20220918,P0056,80,1333,3225
I077459,20250913,P0183,38,2342,1536
I077460,20230708,P0455,97,261,3121
I077461,20240917,P0321,73,4126,1204
I077462,20231228,P0099,124,3069,2613
I077463,20241122,P0440,20,234,1959
I077464,20240824,P0409,84,1187,2002
I077465,20230615,P0256,123,1363,902
I077466,20250411,P0338,141,3143,348
I077467,20250207,P0467,89,4409,256
I077468,20221106,P0456,128,3835,2848
I077469,20230918,P0271,143,3179,3214
I077470,20230401,P0474,69,4738,66
I077471,20250323,P0377,128,4160,1617
I077472,20241105,P0172,39,2761,2592
I077473,20220926,P0231,22,2350,2628
I077474,20241110,P0158,128,4067,3263
