DealerID,DealerName,DealerType,City,State
D03717,"Vaidya, Nagarajan and Keer",Gold,Gurgaon,Assam
D03718,Goswami-Jayaraman,Distributor,Malda,Bihar
D03719,"Kothari, Basak and Thakur",Premium,Panchkula,Mizoram
D03720,Khurana and Sons,Retail,Ambarnath,Goa
D03721,"Gour, Roy and Walia",Retail,Anand,Madhya Pradesh
D03722,"Choudhury, Rastogi and Mutti",Silver,Ambarnath,Manipur
D03723,Chadha-Sem,Retail,Sultan Pur Majra,Kerala
D03724,Warrior-Doshi,Premium,Tiruvottiyur,Punjab
D03725,"Upadhyay, Chaudhari and Kapur",Silver,New Delhi,Gujarat
D03726,"Verma, Palla and Pai",Gold,Narasaraopet,Tamil Nadu
D03727,Mohan-Madan,Retail,Nanded,Kerala
D03728,"Saini, Chaudhuri and Chada",Silver,Dewas,Nagaland
D03729,Keer PLC,Premium,Visakhapatnam,Manipur
D03730,"Chacko, Kumar and Chaudhary",Distributor,Kavali,Nagaland
D03731,Bumb Inc,Distributor,Coimbatore,Telangana
D03732,Johal Inc,Premium,Kozhikode,Goa
D03733,Bahri LLC,Premium,Bhagalpur,Tamil Nadu
D03734,"Barad, Goyal and Bhakta",Distributor,Kishanganj,Manipur
D03735,"Gopal, Sarin and Lanka",Silver,Fatehpur,Arunachal Pradesh
D03736,"Saxena, Bose and Chawla",Distributor,Ranchi,Andhra Pradesh
D03737,Dar-Shankar,Premium,Jalgaon,Kerala
D03738,More-Dash,Retail,Guntur,Arunachal Pradesh
D03739,Contractor Group,Gold,Guntakal,Rajasthan
D03740,Chada and Sons,Retail,Navi Mumbai,Karnataka
D03741,Bhatt-Sampath,Retail,Hapur,Himachal Pradesh
D03742,Bhatia PLC,Premium,Jalna,Jharkhand
D03743,Sampath Inc,Distributor,Bulandshahr,Kerala
D03744,Sawhney Ltd,Silver,Mahbubnagar,Telangana
D03745,Dhingra-Vig,Retail,Udaipur,Maharashtra
D03746,"Parmar, Nagar and Sarraf",Distributor,Thrissur,Mizoram
D03747,Pai and Sons,Silver,Bhilai,Andhra Pradesh
D03748,Ravi-Sen,Retail,Madhyamgram,Manipur
D03749,"Bera, Krishnan and Nayak",Silver,Junagadh,Arunachal Pradesh
D03750,"Gour, Kota and Walia",Distributor,Khammam,Gujarat
D03751,Ramanathan PLC,Gold,Ghaziabad,Arunachal Pradesh
D03752,Balan Inc,Distributor,Srikakulam,Madhya Pradesh
D03753,Gupta-Anne,Premium,Chennai,Telangana
D03754,Kakar-Mander,Silver,Danapur,Maharashtra
D03755,"Buch, Chokshi and Jha",Gold,Udupi,Arunachal Pradesh
D03756,Toor-Sekhon,Silver,Yamunanagar,Himachal Pradesh
D03757,Khalsa Group,Silver,Jabalpur,Kerala
D03758,"Yohannan, Rajagopal and Jha",Retail,Bhiwandi,Haryana
D03759,Nadig-Shenoy,Premium,Bhilai,Haryana
D03760,Nigam-More,Silver,Eluru,Arunachal Pradesh
D03761,Choudhry-Balakrishnan,Distributor,Kochi,Gujarat
D03762,Gaba LLC,Distributor,Mau,Chhattisgarh
D03763,"Doctor, Kadakia and Barad",Retail,Jhansi,Arunachal Pradesh
D03764,"Yohannan, Jaggi and Pandit",Premium,Kochi,Rajasthan
D03765,Sachdeva-Sarna,Premium,Firozabad,Tamil Nadu
D03766,"Bhatia, Nagy and Pandit",Distributor,Munger,Meghalaya
D03767,Dasgupta-Nori,Gold,Siwan,Rajasthan
D03768,"Seshadri, Venkatesh and Khosla",Retail,Narasaraopet,Sikkim
D03769,"Soman, Handa and Dar",Retail,Khammam,Kerala
D03770,Kadakia-Chaudhari,Distributor,Bidhannagar,Bihar
D03771,Mital LLC,Distributor,Karnal,Madhya Pradesh
D03772,"Dutta, Merchant and Grover",Gold,Bhind,Madhya Pradesh
D03773,"Sarin, Oza and Pal",Gold,Kulti,Meghalaya
D03774,"Purohit, Nagy and Raju",Premium,Fatehpur,Manipur
D03775,Kunda Ltd,Retail,Kochi,Maharashtra
D03776,Golla Group,Retail,Kakinada,Kerala
D03777,"Mukhopadhyay, Johal and Prabhu",Distributor,Panihati,Kerala
D03778,Karnik Ltd,Premium,Vellore,Kerala
D03779,Brar-Bedi,Retail,Tumkur,Arunachal Pradesh
D03780,"Kota, Suresh and Kalla",Premium,Dhanbad,Arunachal Pradesh
D03781,"Vyas, Dass and Sethi",Premium,Bardhaman,Uttar Pradesh
D03782,Yogi and Sons,Distributor,Haldia,Uttarakhand
D03783,Chandran Inc,Premium,Nagercoil,Tamil Nadu
D03784,Dutt PLC,Gold,Tadepalligudem,Chhattisgarh
D03785,Gokhale-Kapur,Gold,Coimbatore,Manipur
D03786,Prakash-Sethi,Silver,Jabalpur,Tamil Nadu
D03787,"Swamy, Chauhan and Pradhan",Distributor,Alwar,Assam
D03788,Mahajan-Sathe,Silver,Morbi,Chhattisgarh
D03789,Maharaj Inc,Gold,Anantapur,Tripura
D03790,"Badal, Kara and Hayer",Silver,Hubli–Dharwad,Maharashtra
D03791,Oommen-D’Alia,Distributor,Purnia,Himachal Pradesh
D03792,Zachariah-Lal,Distributor,Tezpur,Tamil Nadu
D03793,Sami-Apte,Premium,Kolkata,Telangana
D03794,Jha PLC,Retail,Kolhapur,Chhattisgarh
D03795,"Bhatt, Mani and Nagi",Premium,Madanapalle,Karnataka
D03796,Banerjee-Bose,Distributor,Fatehpur,Haryana
D03797,Kurian PLC,Gold,Proddatur,Karnataka
D03798,Basu Group,Gold,Kurnool,Madhya Pradesh
D03799,Ganesan-Sama,Premium,Kalyan-Dombivli,Tamil Nadu
D03800,Panchal-Jain,Distributor,Shimoga,Uttar Pradesh
D03801,"Gaba, Barad and Sekhon",Gold,Gaya,Kerala
D03802,Anand-Bhandari,Distributor,Bally,Chhattisgarh
D03803,Sridhar-Tank,Gold,Ozhukarai,Kerala
D03804,"Vasa, Ganesan and Desai",Distributor,Eluru,Maharashtra
D03805,"Talwar, Sule and Handa",Silver,Sikar,Nagaland
D03806,Pandya-Dora,Distributor,Ajmer,Uttarakhand
D03807,Chander-Zachariah,Distributor,Srinagar,Goa
D03808,"Yohannan, Gaba and Seshadri",Premium,Uluberia,Odisha
D03809,"Dara, Kant and Banerjee",Silver,Siwan,Haryana
D03810,Basak and Sons,Retail,Farrukhabad,Rajasthan
D03811,Choudhury-Cheema,Premium,Meerut,Nagaland
D03812,Mistry-Agate,Retail,Hosur,Telangana
D03813,"Din, Badami and Kunda",Gold,Bardhaman,Arunachal Pradesh
D03814,"Balakrishnan, Grover and Jha",Retail,Tezpur,Bihar
D03815,Buch-Bhattacharyya,Distributor,Kottayam,Telangana
D03816,Borra Group,Retail,Meerut,Tripura
D03817,"Pradhan, Toor and Balakrishnan",Premium,South Dumdum,Gujarat
D03818,"Thakur, Deep and Bora",Premium,Ratlam,Jharkhand
D03819,Chakrabarti PLC,Retail,Solapur,Madhya Pradesh
D03820,Narang Ltd,Premium,Indore,Karnataka
D03821,"Palla, Naidu and Ram",Premium,Tiruppur,Uttarakhand
D03822,Nair Ltd,Retail,Junagadh,Odisha
D03823,Dhingra-Lad,Silver,Amravati,Uttarakhand
D03824,Garg-Sanghvi,Silver,Durg,Uttarakhand
D03825,Dugar-Raju,Gold,Ongole,Goa
D03826,Venkataraman-Bora,Premium,Bangalore,Nagaland
D03827,Varghese-Kanda,Retail,Shivpuri,Arunachal Pradesh
D03828,Sharma Ltd,Premium,Hajipur,Karnataka
D03829,Rout-Barad,Distributor,Orai,Haryana
D03830,Dada-Chandra,Premium,Bhiwandi,Tamil Nadu
D03831,"Barad, Srinivasan and Bali",Premium,Bhubaneswar,Andhra Pradesh
D03832,"Gaba, Bains and Mannan",Silver,Guna,Uttar Pradesh
D03833,"Deshmukh, Ahluwalia and Purohit",Retail,Unnao,Tripura
D03834,Bansal-Sodhi,Premium,Ballia,Jharkhand
D03835,"Bahl, Kakar and Bajaj",Silver,Sirsa,Himachal Pradesh
D03836,Joshi Group,Gold,Dehradun,Arunachal Pradesh
D03837,"Jhaveri, Brahmbhatt and Chakrabarti",Silver,Bhiwandi,Uttarakhand
D03838,Vig-Bedi,Silver,Bellary,Tamil Nadu
D03839,"Dugal, Korpal and Subramanian",Silver,Gaya,Telangana
D03840,Bhasin LLC,Premium,Ahmednagar,Mizoram
D03841,"Khalsa, Pal and Sarin",Premium,Karimnagar,Assam
D03842,Gour-Bains,Gold,Guwahati,Sikkim
D03843,Nazareth and Sons,Distributor,Tiruchirappalli,Gujarat
D03844,Kakar-Chandran,Distributor,Morena,Haryana
D03845,Lalla PLC,Distributor,Nanded,Meghalaya
D03846,Raval-Modi,Gold,Allahabad,Jharkhand
D03847,Ramakrishnan Group,Distributor,Jamnagar,Odisha
D03848,Chaudhry-Bandi,Distributor,Varanasi,Punjab
D03849,Shroff-Yogi,Silver,Rampur,West Bengal
D03850,Verma Inc,Premium,Nagpur,Rajasthan
D03851,"Oak, Bava and Bhagat",Premium,Bhubaneswar,Karnataka
D03852,Wadhwa-Srinivasan,Silver,Noida,Arunachal Pradesh
D03853,Kannan-Mangat,Silver,Eluru,Sikkim
D03854,Ganesan Ltd,Silver,Kamarhati,Himachal Pradesh
D03855,"Kuruvilla, Khurana and Ranganathan",Premium,Tenali,Manipur
D03856,Bala-Bhatt,Distributor,Jhansi,Jharkhand
D03857,Basak-Verma,Silver,Anantapur,Himachal Pradesh
D03858,Pandya Group,Gold,Udupi,Uttarakhand
D03859,Kohli-Saran,Silver,Jodhpur,Tripura
D03860,Sem-Vyas,Retail,Kozhikode,Arunachal Pradesh
D03861,Kalla-Kata,Silver,Ratlam,Madhya Pradesh
D03862,"Sampath, Tailor and Datta",Premium,Aizawl,Karnataka
D03863,"Shetty, Issac and Kapadia",Silver,Bhusawal,Haryana
D03864,Kata PLC,Retail,Nadiad,Karnataka
D03865,"Choudhary, Sampath and Deol",Gold,Berhampur,Kerala
D03866,"Bhagat, Chandran and Krish",Distributor,Kamarhati,Maharashtra
D03867,Narula-Khatri,Silver,Bongaigaon,Tripura
D03868,"Raval, Chada and Radhakrishnan",Retail,Kumbakonam,Andhra Pradesh
D03869,Agate Ltd,Retail,Thanjavur,Kerala
D03870,Suresh Inc,Gold,Bharatpur,Tripura
D03871,Kota-Yadav,Premium,Vijayanagaram,Uttarakhand
D03872,"Gupta, Sengupta and Seth",Silver,Motihari,Chhattisgarh
D03873,Choudhary-Sheth,Retail,Coimbatore,Manipur
D03874,"Mukhopadhyay, Kapur and Sodhi",Gold,Bally,Himachal Pradesh
D03875,Divan LLC,Distributor,Bhiwani,West Bengal
D03876,"Varghese, Deep and Kulkarni",Retail,Rajahmundry,Punjab
D03877,Arya LLC,Gold,Naihati,Assam
D03878,Kashyap PLC,Premium,Asansol,Mizoram
D03879,"Bassi, Rao and Shan",Premium,Agra,Tamil Nadu
D03880,Vyas Group,Retail,Tiruppur,Andhra Pradesh
D03881,Kurian Inc,Retail,Muzaffarpur,Tripura
D03882,Chada-Loyal,Silver,Kochi,Uttarakhand
D03883,Chana-Menon,Gold,Ambala,Manipur
D03884,"Chawla, Apte and Narayan",Retail,Maheshtala,Odisha
D03885,"Murty, Kari and Kumer",Silver,Eluru,Uttarakhand
D03886,Kala-Sastry,Silver,Faridabad,Nagaland
D03887,"Natarajan, Sengupta and Soman",Retail,Durg,Punjab
D03888,"Bahl, Ratta and Chacko",Premium,Jamnagar,Goa
D03889,"Chaudry, Narain and Bajaj",Gold,Erode,West Bengal
D03890,"Korpal, Kuruvilla and Keer",Gold,Avadi,Goa
D03891,Suri Inc,Premium,Kolkata,Mizoram
D03892,Bhardwaj-Sundaram,Retail,Gangtok,Tamil Nadu
D03893,Garde-Saha,Gold,Warangal,Manipur
D03894,Mahal Inc,Retail,Phagwara,Meghalaya
D03895,"Balakrishnan, Pal and Kumer",Retail,Tenali,Gujarat
D03896,Parikh-Anand,Silver,Thiruvananthapuram,Jharkhand
D03897,Aggarwal LLC,Premium,Amroha,Mizoram
D03898,"Srinivasan, Nazareth and Arya",Retail,Anantapuram,Chhattisgarh
D03899,Borde-Varma,Distributor,Pudukkottai,Gujarat
D03900,Krishnan-Luthra,Premium,Jamnagar,Arunachal Pradesh
D03901,Varghese Group,Gold,Jehanabad,Meghalaya
D03902,"Sastry, Brar and Kakar",Silver,Tirupati,Bihar
D03903,Dass LLC,Gold,Kolkata,Andhra Pradesh
D03904,"Loyal, Nayar and Jayaraman",Gold,Hazaribagh,West Bengal
D03905,Khalsa-Viswanathan,Premium,Bokaro,Chhattisgarh
D03906,"Bhavsar, Deol and Palan",Gold,Dhule,Punjab
D03907,Ghose and Sons,Retail,Jamnagar,Himachal Pradesh
D03908,Gulati-Gill,Gold,Pallavaram,Arunachal Pradesh
D03909,Bir-Baral,Silver,Ludhiana,West Bengal
D03910,Lad Group,Silver,Bharatpur,Manipur
D03911,Goyal Ltd,Distributor,Visakhapatnam,Arunachal Pradesh
D03912,Tank-Shroff,Silver,Howrah,Bihar
D03913,Kulkarni PLC,Gold,Gudivada,Nagaland
D03914,"Datta, Kaul and Jani",Silver,Bellary,Rajasthan
D03915,"Wali, Bains and Goyal",Premium,Uluberia,Chhattisgarh
D03916,Kala-Sankar,Silver,Rewa,Andhra Pradesh
D03917,Mandal-Warrior,Retail,Moradabad,Telangana
D03918,Modi LLC,Premium,Allahabad,Goa
D03919,"Madan, Kari and Warrior",Distributor,Phagwara,Punjab
D03920,Peri-Joshi,Retail,Tumkur,Nagaland
D03921,Rege-Chada,Gold,Jaunpur,Assam
D03922,"Dayal, Karpe and Nazareth",Gold,Kurnool,Tripura
D03923,"Bhandari, Chaudhary and Gulati",Gold,Bhind,Andhra Pradesh
D03924,"Varkey, Bhat and Tailor",Retail,Anantapuram,Karnataka
D03925,"Rege, Parmer and Bedi",Retail,Tenali,Arunachal Pradesh
D03926,Sachdeva and Sons,Retail,Gulbarga,Karnataka
D03927,Loke-Balan,Premium,Ajmer,Karnataka
D03928,Shukla-Kade,Premium,Loni,Assam
D03929,Sethi PLC,Gold,Latur,Goa
D03930,Biswas Ltd,Silver,Hyderabad,West Bengal
D03931,Dash PLC,Gold,Tezpur,Odisha
D03932,Oza Group,Distributor,Haldia,Telangana
D03933,Sachdeva-Buch,Premium,Dehradun,Himachal Pradesh
D03934,"Sekhon, Parekh and Bora",Retail,Bhilai,Gujarat
D03935,"Date, Sodhi and Trivedi",Premium,Ramagundam,Haryana
D03936,Garg Group,Retail,Korba,Karnataka
D03937,Morar Ltd,Distributor,Madurai,Sikkim
D03938,Prashad-Goswami,Distributor,Chapra,Andhra Pradesh
D03939,Sami-Om,Premium,Udaipur,Haryana
D03940,Agate Group,Retail,Kavali,Rajasthan
D03941,Mangat-Uppal,Distributor,Ajmer,Goa
D03942,Bhavsar-Baral,Gold,Rajpur Sonarpur,Karnataka
D03943,Patla-Krishnan,Gold,Jodhpur,Kerala
D03944,Buch Group,Retail,Nagpur,Meghalaya
D03945,"Bhasin, Sehgal and Kapur",Premium,Latur,Madhya Pradesh
D03946,Lata-Datta,Distributor,Bhatpara,Jharkhand
D03947,Seth-Rai,Premium,Sirsa,Goa
D03948,Chandran-Deshpande,Gold,Berhampore,Karnataka
D03949,Dalal Group,Distributor,Sambhal,Bihar
D03950,"Bal, Sant and Rastogi",Premium,Agra,Nagaland
D03951,Mangal-Bal,Silver,Panchkula,Punjab
D03952,Ravi-Ramanathan,Retail,Vadodara,Punjab
D03953,"Bir, Baral and Cheema",Retail,Morena,Sikkim
D03954,"Sama, Pandey and Joshi",Silver,Sambalpur,Himachal Pradesh
D03955,Apte Ltd,Gold,Karaikudi,Mizoram
D03956,Sankaran Group,Distributor,Morena,Bihar
D03957,Yogi-Bir,Retail,Agra,Kerala
D03958,"Shan, Bedi and Chopra",Silver,Purnia,Himachal Pradesh
D03959,Garg-Dutta,Silver,Gorakhpur,Madhya Pradesh
D03960,Bali-Tara,Gold,Shivpuri,West Bengal
D03961,"Sheth, Sura and Gokhale",Gold,Imphal,Rajasthan
D03962,Kala PLC,Premium,Raurkela Industrial Township,Sikkim
D03963,Gara-Golla,Retail,Visakhapatnam,Uttar Pradesh
D03964,Dass PLC,Premium,Alwar,Haryana
D03965,Lal-Gokhale,Silver,Raipur,Punjab
D03966,Magar-Badal,Distributor,Tiruppur,Andhra Pradesh
D03967,Sinha LLC,Distributor,Bidar,Andhra Pradesh
D03968,"Thakur, Saini and Chatterjee",Gold,Raebareli,Bihar
D03969,"Dube, Naidu and Reddy",Distributor,Gangtok,Tamil Nadu
D03970,Mody-Kuruvilla,Distributor,Nanded,Assam
D03971,"Singhal, Rai and Kohli",Distributor,Delhi,Uttarakhand
D03972,Menon-Apte,Silver,Ambattur,Gujarat
D03973,Basu LLC,Distributor,Tiruppur,Madhya Pradesh
D03974,Patla Ltd,Distributor,Agartala,Mizoram
D03975,Sarma-Mahajan,Distributor,Adoni,Telangana
D03976,Sule-Shah,Premium,Sultan Pur Majra,Odisha
D03977,Roy Group,Silver,Hubli–Dharwad,Maharashtra
D03978,Goswami Ltd,Gold,Khandwa,Manipur
D03979,Kamdar-Acharya,Premium,Bettiah,Maharashtra
D03980,Mitra-Khalsa,Retail,Jodhpur,Arunachal Pradesh
D03981,Bath-Iyengar,Silver,Anantapur,Uttar Pradesh
D03982,Luthra-Karnik,Silver,Korba,Punjab
D03983,Dara and Sons,Retail,South Dumdum,Gujarat
D03984,"Ramachandran, Luthra and Gour",Retail,Bhind,Uttar Pradesh
D03985,Anand-Ranganathan,Retail,Jamnagar,Karnataka
D03986,"Rout, Dave and Narula",Gold,Anand,Jharkhand
D03987,"Maharaj, Sami and Tandon",Distributor,Bardhaman,Tamil Nadu
D03988,Gour Group,Silver,Ichalkaranji,Arunachal Pradesh
D03989,"Merchant, Thaker and Dhingra",Distributor,Vadodara,Mizoram
D03990,Raman-Dhar,Distributor,Miryalaguda,Nagaland
D03991,Doctor-Bera,Retail,Jalna,Himachal Pradesh
D03992,Biswas-Manda,Gold,Jaunpur,Bihar
D03993,Deep PLC,Premium,Nanded,Sikkim
D03994,Suresh Ltd,Gold,Alappuzha,Karnataka
D03995,Sagar-Raval,Distributor,Danapur,Punjab
D03996,Jayaraman-Sem,Gold,Erode,Maharashtra
D03997,"Sinha, Swamy and Nagar",Retail,Patna,Kerala
D03998,Deshmukh LLC,Premium,Faridabad,Andhra Pradesh
D03999,Padmanabhan PLC,Retail,Visakhapatnam,Goa
D04000,Subramanian-Dhar,Premium,Ambattur,Sikkim
D04001,"Anand, Hayer and Kanda",Distributor,Kolkata,Punjab
D04002,"Amble, Rai and Divan",Premium,Yamunanagar,Rajasthan
D04003,Swamy-Malhotra,Premium,Sirsa,Gujarat
D04004,Borra Inc,Premium,Gorakhpur,Meghalaya
D04005,"Balakrishnan, Anand and Chand",Gold,Siwan,Maharashtra
D04006,Kapadia LLC,Gold,Serampore,Nagaland
D04007,Vohra Group,Distributor,Nizamabad,Tripura
D04008,Parmar Inc,Premium,Kamarhati,Andhra Pradesh
D04009,"Kakar, Saini and Kade",Silver,Bihar Sharif,Gujarat
D04010,Baria Group,Distributor,Madhyamgram,Goa
D04011,Babu-Iyengar,Premium,Jalgaon,Manipur
D04012,Ghosh Inc,Premium,Agartala,Bihar
D04013,"Sidhu, Dhillon and Datta",Gold,Bidhannagar,Karnataka
D04014,"Loyal, Acharya and Bandi",Distributor,Maheshtala,Gujarat
D04015,Gokhale Group,Premium,Guntakal,Odisha
D04016,Tripathi-Ram,Premium,Karawal Nagar,Maharashtra
D04017,Goda-Lad,Distributor,Deoghar,Tripura
D04018,"Dixit, Parmer and Talwar",Silver,Gaya,Mizoram
D04019,Master LLC,Distributor,Munger,Jharkhand
D04020,Kurian-Samra,Distributor,Bally,Meghalaya
D04021,"Nayar, Arya and Atwal",Silver,Raiganj,Jharkhand
D04022,Yogi-Varma,Distributor,Jamshedpur,Mizoram
D04023,"Deo, Keer and Sekhon",Premium,Nellore,Maharashtra
D04024,Barad Ltd,Distributor,Ratlam,Jharkhand
D04025,"Mandal, Borra and Ghose",Silver,Satara,Manipur
D04026,"Date, Ramanathan and Golla",Retail,Bhopal,Himachal Pradesh
D04027,Savant and Sons,Distributor,Rewa,Jharkhand
D04028,Pillay-Dalal,Gold,Barasat,Bihar
D04029,"Bhatti, Deshpande and Varghese",Premium,Siliguri,Meghalaya
D04030,Nayak Ltd,Premium,Narasaraopet,Maharashtra
D04031,Subramaniam-Nayak,Gold,Kanpur,Tamil Nadu
D04032,Pradhan-Nigam,Gold,Kurnool,Rajasthan
D04033,Nazareth and Sons,Distributor,Bhiwani,Karnataka
D04034,Kothari-Edwin,Gold,Kumbakonam,Jharkhand
D04035,"Pillay, Shah and Khare",Retail,Patiala,Uttarakhand
D04036,Chandra-Shere,Silver,Haridwar,Odisha
D04037,Bansal Ltd,Gold,Machilipatnam,Tripura
D04038,"Bhakta, Puri and Behl",Gold,Jorhat,Odisha
D04039,Madan LLC,Retail,Sambhal,Uttar Pradesh
D04040,Varty-Buch,Premium,Fatehpur,Odisha
D04041,"Bail, Guha and Dasgupta",Premium,Bhalswa Jahangir Pur,Haryana
D04042,Lanka-Loke,Distributor,Agartala,Meghalaya
D04043,"Om, Iyer and Venkataraman",Retail,Kishanganj,Bihar
D04044,More-Rajan,Silver,Durgapur,Mizoram
D04045,"Deo, Khurana and Kumar",Silver,Malegaon,Meghalaya
D04046,"Devan, Mital and Gola",Retail,Jamnagar,Uttar Pradesh
D04047,Ghosh-Choudhary,Silver,Mango,West Bengal
D04048,Iyer-Walla,Premium,Vellore,Tamil Nadu
D04049,"Jhaveri, Chauhan and Deo",Silver,Kota,Telangana
D04050,Saran Group,Silver,Farrukhabad,Nagaland
D04051,Mall-Chada,Retail,Sangli-Miraj & Kupwad,Bihar
D04052,Khare and Sons,Retail,Sonipat,Chhattisgarh
D04053,Chopra-Merchant,Silver,Buxar,Himachal Pradesh
D04054,Chander-Contractor,Gold,Amritsar,Arunachal Pradesh
D04055,"Karpe, Konda and Joshi",Retail,Mango,Telangana
D04056,Barman LLC,Distributor,Coimbatore,Himachal Pradesh
D04057,"Brar, Kamdar and Buch",Distributor,Barasat,Andhra Pradesh
D04058,Sachdeva LLC,Premium,Rohtak,Kerala
D04059,Sridhar PLC,Silver,Jalandhar,Kerala
D04060,Basu LLC,Gold,Purnia,Uttarakhand
D04061,Karnik-Ghosh,Premium,Raichur,Mizoram
D04062,"Ratti, Madan and Parmar",Silver,Gandhidham,West Bengal
D04063,Prabhakar Group,Retail,Muzaffarpur,Haryana
D04064,"Varma, Mani and Mistry",Distributor,Ghaziabad,Sikkim
D04065,Savant-Ganguly,Gold,Sri Ganganagar,Uttarakhand
D04066,Lala LLC,Distributor,Alwar,West Bengal
D04067,Garg-Raman,Retail,Dindigul,Meghalaya
D04068,Sarma and Sons,Silver,Berhampur,Himachal Pradesh
D04069,Andra-Bhavsar,Retail,Gudivada,Uttar Pradesh
D04070,"Behl, Johal and Sankar",Retail,Burhanpur,Uttar Pradesh
D04071,Khosla Group,Distributor,Chapra,Madhya Pradesh
D04072,"Narayan, Buch and Walla",Gold,Nadiad,Rajasthan
D04073,Shanker-Mitra,Retail,Imphal,Nagaland
D04074,"Bandi, Lala and Din",Distributor,Kadapa,Odisha
D04075,Bora PLC,Gold,Fatehpur,Maharashtra
D04076,Chadha PLC,Silver,Alwar,Goa
D04077,"Sanghvi, Agarwal and Devan",Silver,Guna,Tripura
D04078,Borah LLC,Premium,Panipat,Tripura
D04079,Oommen-Sastry,Distributor,Motihari,Meghalaya
D04080,Kade LLC,Gold,Anand,Himachal Pradesh
D04081,"Badal, Kalita and Tank",Retail,Anantapuram,Haryana
D04082,"Parikh, Nagy and Dash",Silver,Kochi,Maharashtra
D04083,Baral Ltd,Gold,Bidhannagar,West Bengal
D04084,Kuruvilla-Karpe,Distributor,Jhansi,Chhattisgarh
D04085,Mani Inc,Premium,Raurkela Industrial Township,Kerala
D04086,Swamy and Sons,Silver,Bhilwara,Andhra Pradesh
D04087,Raj-Dhawan,Gold,Alwar,Mizoram
D04088,Wagle-Bora,Gold,Asansol,Maharashtra
D04089,Lad-Garg,Gold,North Dumdum,Goa
D04090,"Sankaran, Garde and Babu",Distributor,Morena,Rajasthan
D04091,Kapur PLC,Distributor,Bhilwara,Rajasthan
D04092,"Patil, Sarna and Grover",Distributor,Uluberia,Tripura
D04093,"Mukherjee, Lata and Bobal",Retail,Bhatpara,Meghalaya
D04094,Maharaj-Palla,Gold,Ongole,Telangana
D04095,"Saraf, Bose and Kant",Silver,Guntur,Haryana
D04096,"Jaggi, Mishra and Naik",Distributor,Pondicherry,Karnataka
D04097,Sachar Inc,Distributor,Motihari,Mizoram
D04098,Sandal LLC,Gold,Bihar Sharif,Sikkim
D04099,Luthra-Sathe,Distributor,Rourkela,Punjab
D04100,"Tripathi, Bhagat and Raja",Retail,Durg,Karnataka
D04101,Mammen-Aurora,Retail,Davanagere,Maharashtra
D04102,Kar LLC,Distributor,Surat,Uttarakhand
D04103,Kakar-Kaul,Gold,Amroha,Himachal Pradesh
D04104,Sagar-Madan,Gold,Muzaffarpur,West Bengal
D04105,"Borah, Banik and Agrawal",Gold,Bhagalpur,Haryana
D04106,Mukhopadhyay Inc,Premium,Tumkur,West Bengal
D04107,Sarma-Mannan,Distributor,Tirunelveli,Goa
D04108,Tailor-Hegde,Gold,Satna,Bihar
D04109,"Shankar, Swamy and Wason",Retail,Nagaon,West Bengal
D04110,Thakur Inc,Silver,Eluru,Haryana
D04111,"Palan, Tiwari and Shenoy",Silver,Alappuzha,Karnataka
D04112,Chand Group,Gold,Satara,Meghalaya
D04113,"Bahri, Grewal and Pandit",Silver,Kota,Mizoram
D04114,Pai Inc,Silver,Mangalore,Maharashtra
D04115,"Nagy, Sarin and Sen",Premium,Unnao,West Bengal
D04116,Kohli Group,Retail,Phusro,Madhya Pradesh
D04117,Cherian LLC,Retail,Kanpur,Punjab
D04118,Buch Group,Premium,Bellary,Goa
D04119,"D’Alia, Bawa and Bahl",Premium,Arrah,Himachal Pradesh
D04120,Bala-Saha,Silver,Thoothukudi,Nagaland
D04121,Ramaswamy-Sagar,Distributor,Ramagundam,Punjab
D04122,Sidhu PLC,Silver,Gandhinagar,West Bengal
D04123,Ranganathan-Randhawa,Premium,Bulandshahr,Telangana
D04124,Sha-Devi,Retail,Tadipatri,Nagaland
D04125,Bhatnagar-Deol,Silver,Hazaribagh,West Bengal
D04126,Jha-Gole,Distributor,Jalgaon,Odisha
D04127,"Balay, Yadav and Madan",Silver,Nangloi Jat,Kerala
D04128,Dalal Inc,Gold,Kochi,Punjab
D04129,Kashyap-Bhakta,Silver,Gandhinagar,Himachal Pradesh
D04130,"Hayer, Boase and Acharya",Premium,Hosur,Mizoram
D04131,"Dar, Gulati and Bath",Retail,North Dumdum,Telangana
D04132,Dhillon-Issac,Retail,Aligarh,Assam
D04133,"Sachar, Tiwari and Naik",Premium,Hyderabad,Uttarakhand
D04134,Suresh LLC,Gold,Bhind,Maharashtra
D04135,Kanda-Jaggi,Premium,Nandyal,Assam
D04136,"Kuruvilla, Prabhakar and Sandal",Silver,Ludhiana,Mizoram
D04137,"Jaggi, Narang and Gola",Premium,Raichur,Punjab
D04138,Sanghvi-Malhotra,Premium,Panvel,Maharashtra
D04139,Acharya Ltd,Gold,Nizamabad,Rajasthan
D04140,Patil PLC,Silver,Howrah,Mizoram
D04141,Mahal and Sons,Distributor,Bhubaneswar,Maharashtra
D04142,Dhar-Mander,Distributor,Thanjavur,Bihar
D04143,"Ganguly, Bala and Sarma",Retail,Muzaffarpur,Maharashtra
D04144,Batta LLC,Premium,Dibrugarh,Tamil Nadu
D04145,"Bhasin, Das and Srinivas",Retail,Kumbakonam,Telangana
D04146,Nanda-Memon,Gold,Moradabad,Odisha
